state,q,repetition,seed,copies,method,pair_observables,rmse,mae,mean_bias,maximum_absolute_error,mean_exact_expectation,mean_estimate
null_q035,0.35,49,550050,512,native_all_z,100,0.03501621298079503,0.027786206399999985,-0.012862924999999947,0.08905187999999997,0.7227848,0.709921875
null_q035,0.35,49,550050,512,local_pauli_shadow,100,0.11750689144531651,0.09805266759999996,-0.02001136249999995,0.28985437000000003,0.7227848,0.7027734375
null_q035,0.35,49,550050,1024,native_all_z,100,0.01825123315698899,0.014604060799999985,-0.0059488624999999495,0.04387290500000007,0.7227848,0.7168359375
null_q035,0.35,49,550050,1024,local_pauli_shadow,100,0.07960623544445794,0.064022268525,0.005916371875000051,0.17180259250000007,0.7227848,0.728701171875
null_q035,0.35,49,550050,2048,native_all_z,100,0.012157923181076061,0.009747928049999995,-0.0017496437499999495,0.03620521999999993,0.7227848,0.72103515625
null_q035,0.35,49,550050,2048,local_pauli_shadow,100,0.058867223244859275,0.04864560138749999,-0.011969370312499948,0.14080969249999997,0.7227848,0.7108154296875
null_q035,0.35,49,550050,4096,native_all_z,100,0.010888231544977561,0.008931720800000001,-0.0011344093749999496,0.03132240749999993,0.7227848,0.721650390625
null_q035,0.35,49,550050,4096,local_pauli_shadow,100,0.04356556405134727,0.03547935666874999,-0.00821204609374995,0.09406654812499993,0.7227848,0.71457275390625
null_q035,0.35,50,550051,64,native_all_z,100,0.09737815349330874,0.07669115519999999,-0.02653479999999995,0.3096427199999999,0.7227848,0.69625
null_q035,0.35,50,550051,64,local_pauli_shadow,100,0.36123536761406183,0.28646233360000006,0.01690270000000007,0.9971427199999999,0.7227848,0.7396875
null_q035,0.35,50,550051,128,native_all_z,100,0.052320564458598874,0.04182789919999999,-0.0018472999999999495,0.15339271999999993,0.7227848,0.7209375
null_q035,0.35,50,550051,128,local_pauli_shadow,100,0.25341107622661035,0.1998022026,0.07666832500000006,0.8309822800000001,0.7227848,0.799453125
null_q035,0.35,50,550051,256,native_all_z,100,0.040181462100282,0.0317913216,-0.007472299999999949,0.10651771999999993,0.7227848,0.7153125
null_q035,0.35,50,550051,256,local_pauli_shadow,100,0.1731031543607493,0.13839530200000005,0.035183950000000054,0.5145760300000001,0.7227848,0.75796875
null_q035,0.35,50,550051,512,native_all_z,100,0.03174115776899765,0.0255361796,-0.0024722999999999495,0.07342687999999997,0.7227848,0.7203125
null_q035,0.35,50,550051,512,local_pauli_shadow,100,0.11244730114067251,0.08934125170000001,0.027098012500000053,0.29022375499999997,0.7227848,0.7498828125
null_q035,0.35,50,550051,1024,native_all_z,100,0.02190276385939597,0.017479259799999994,-0.0016910499999999496,0.05547937000000003,0.7227848,0.72109375
null_q035,0.35,50,550051,1024,local_pauli_shadow,100,0.08899862927484098,0.071046130825,0.019978871875000054,0.2684822800000001,0.7227848,0.742763671875
null_q035,0.35,50,550051,2048,native_all_z,100,0.015880658541315387,0.012860012200000001,0.0017464500000000504,0.03996665500000007,0.7227848,0.72453125
null_q035,0.35,50,550051,2048,local_pauli_shadow,100,0.06408974989966192,0.05164405966250001,0.004290395312500051,0.18059165500000007,0.7227848,0.7270751953125
null_q035,0.35,50,550051,4096,native_all_z,100,0.008752574058203094,0.006915642874999999,0.0009456687500000504,0.03301843250000003,0.7227848,0.72373046875
null_q035,0.35,50,550051,4096,local_pauli_shadow,100,0.04720154208048375,0.037055551825000005,0.00688316875000005,0.12066491687500003,0.7227848,0.72966796875
null_q035,0.35,51,550052,64,native_all_z,100,0.0781275337366181,0.064681296,0.0034652000000000506,0.18464271999999993,0.7227848,0.72625
null_q035,0.35,51,550052,64,local_pauli_shadow,100,0.3453225617126202,0.2840625,0.03659020000000007,0.87030188,0.7227848,0.759375
null_q035,0.35,51,550052,128,native_all_z,100,0.061567007217879284,0.0522343616,2.7700000000050462e-05,0.15339271999999993,0.7227848,0.7228125
null_q035,0.35,51,550052,128,local_pauli_shadow,100,0.24980215567077557,0.20361946,-0.03090979999999994,0.6200447800000001,0.7227848,0.691875
null_q035,0.35,51,550052,256,native_all_z,100,0.04364234346814341,0.035623937999999994,-0.0013785499999999496,0.11407312000000003,0.7227848,0.72140625
