regime,stream,alarm,alarm_time,delay,max_e_value
null,397,False,,,1.545869713362985
null,398,False,,,1.8140675578502685
null,399,False,,,1.4349764472040825
null,400,False,,,1.4171534951735376
null,401,False,,,2.176300265713875
null,402,False,,,1.0
null,403,False,,,1.1175968950962658
null,404,True,47.0,,275.1250249893818
null,405,False,,,1.3864763174164398
null,406,False,,,1.2658612948033063
null,407,False,,,1.114818703233265
null,408,False,,,2.6815515350860126
null,409,False,,,3.161729934697884
null,410,False,,,2.1310336629016544
null,411,False,,,1.2063935732845865
null,412,False,,,1.2927930641026535
null,413,False,,,1.3685294160568418
null,414,False,,,1.1175968950962658
null,415,False,,,1.346224809797145
null,416,False,,,87.83452216680185
null,417,False,,,1.0377034034094534
null,418,False,,,1.1175968950962658
null,419,False,,,1.7014103848839388
null,420,False,,,1.9458821793008778
null,421,False,,,17.831619256340577
null,422,False,,,1.407670535367185
null,423,False,,,1.609171839959272
null,424,False,,,1.1452891457732823
null,425,False,,,1.0521129176270003
null,426,False,,,1.1971314108427682
null,427,False,,,1.1175968950962658
null,428,False,,,1.5105818598822507
null,429,False,,,1.2309195316129542
null,430,False,,,1.8292873656577147
null,431,False,,,1.1519080104412411
null,432,False,,,2.4761872109938956
null,433,False,,,2.1177584864085652
null,434,False,,,1.0
null,435,False,,,1.1175968950962658
null,436,False,,,1.1441257578748916
null,437,False,,,1.1175968950962658
null,438,False,,,1.0
null,439,False,,,3.150930047183946
null,440,False,,,1.2300590257472321
null,441,False,,,1.407670535367185
null,442,False,,,1.054449535308871
null,443,False,,,1.2715388160428773
null,444,False,,,1.5770466004642245
null,445,False,,,1.0931355525422575
null,446,False,,,1.3068557609946239
null,447,False,,,1.0521129176270003
null,448,False,,,1.2198488127781468
null,449,False,,,1.383232798272542
null,450,False,,,1.704597113334989
null,451,False,,,2.8979337987480327
null,452,False,,,1.407670535367185
null,453,False,,,2.993608250935556
null,454,False,,,1.7126727083453481
null,455,False,,,1.4855278688298856
null,456,False,,,1.9627418910284864
null,457,False,,,1.1510978302043717
null,458,False,,,2.528258403118598
null,459,False,,,1.0651938884546899
null,460,False,,,1.0
null,461,False,,,2.0229804980841495
null,462,False,,,1.1956994959030431
